geoid,2000_2006,2007_2024,2010_2015
010730045001,0,11,3
010730047011,,3,0
010730047012,0,7,0
010730047013,2,1,0
010730047014,,0,0
010730047021,0,,
010730048001,0,1,0
010730048002,0,2,1
010730049011,,1,0
010730049012,1,2,0
010730049021,0,1,0
010730049022,0,5,1
010730049023,,0,
010730050001,0,3,0
010730050002,0,3,0
010730050003,,1,0
010730051012,0,0,0
010730051013,0,1,0
010730051031,0,2,0
010730051032,0,8,1
010730051033,0,1,0
010730051042,0,1,0
010730051043,0,1,0
010730052001,0,10,1
010730052002,0,1,0
010730052003,1,12,2
010730052004,0,2,0
010730053021,0,3,0
010730053022,0,0,0
010730053023,0,1,0
010730055001,2,3,0
010730055002,0,8,1
010730056001,1,2,0
010730056002,0,1,0
010730056003,1,3,0
010730056004,0,7,0
010730057011,,1,0
010730057012,1,6,0
010730057013,0,1,0
010730057021,0,5,0
010730057022,2,5,0
010730057023,2,5,2
010730057024,0,3,1
010730058001,0,0,0
010730058002,0,1,
010730058003,0,,
010730059031,2,1,0
010730059032,0,4,1
010730059033,0,5,1
010730059051,0,5,2
010730059052,1,1,0
010730059053,1,9,3
010730059071,0,3,0
010730059081,,1,
010730059082,1,5,0
010730059083,0,1,0
010730059091,1,0,1
010730059101,0,1,0
010730059102,2,1,0
010730059103,0,1,0
010730059104,0,1,0
010730100011,0,3,1
010730100012,0,3,0
010730100013,1,13,4
010730100014,2,2,0
010730100021,0,2,0
010730100022,0,2,0
010730100023,0,1,0
010730100024,0,0,0
010730101002,1,4,0
010730101003,0,6,1
010730102001,1,4,0
010730102002,3,31,2
010730102003,0,5,0
010730103011,0,3,0
010730103012,1,6,0
010730103013,0,1,0
010730103021,0,1,0
010730103022,0,4,0
010730103023,1,8,1
010730104011,0,3,1
010730104012,0,2,0
010730104013,0,3,1
010730104015,0,1,0
010730104021,0,5,2
010730105001,1,4,0
010730105002,1,1,0
010730105003,0,0,0
010730106021,3,10,2
010730106022,0,7,0
010730106024,1,2,0
010730106025,2,3,1
010730106026,0,2,0
010730106031,0,3,0
010730107011,1,2,0
010730107021,0,5,0
010730107022,1,5,0
010730107023,,1,0
010730107031,0,5,0
010730107032,0,2,0
010730107041,0,1,0
010730107042,,1,
010730107051,1,29,4
010730107052,0,,
010730107061,0,2,0
010730107062,0,3,0
010730107063,0,0,0
010730107064,0,4,1
010730108011,0,0,0
010730108012,0,1,
010730108013,,1,
010730108014,0,,
010730108021,0,0,0
010730108022,2,6,0
010730108031,0,1,
010730108032,2,6,1
010730108033,,0,
010730108041,0,2,0
010730108051,0,0,0
010730108052,0,3,0
010730108053,1,2,1
010730108054,0,1,
010730109001,0,2,0
010730109002,,0,
010730109003,0,1,0
010730109004,0,0,0
010730109005,1,4,0
010730109006,0,5,0
010730109007,0,5,0
010730110012,0,2,0
010730110014,5,7,2
010730110015,1,0,0
010730110021,0,2,0
010730110022,0,3,0
010730111042,0,4,1
010730111044,0,0,0
010730111046,0,4,1
010730111071,0,0,0
010730111073,1,3,0
010730111074,0,3,0
010730111075,0,1,0
010730111081,1,5,0
010730111082,0,0,0
010730111083,2,3,0
010730111084,2,4,1
010730111091,0,9,2
010730111092,0,1,0
010730111093,1,4,0
010730111102,0,3,0
010730111103,0,1,0
010730111111,1,5,1
010730111112,0,1,0
010730111113,0,4,1
010730112051,1,1,0
010730112061,0,4,1
010730112062,4,13,1
010730112063,0,2,0
010730112071,0,4,0
010730112072,0,2,0
010730112081,0,2,0
010730112082,0,2,0
010730112091,0,2,0
010730112092,0,7,0
010730112101,1,2,0
010730112102,0,3,1
010730113011,2,3,2
010730113012,0,0,0
010730113021,0,1,0
010730113022,0,1,0
010730113023,0,2,0
010730114001,0,8,0
010730114002,1,7,1
010730114003,1,1,0
010730114004,0,2,1
010730115001,0,1,0
010730115002,2,2,0
010730115003,0,2,0
010730115004,0,0,1
010730116001,1,1,1
010730116002,0,4,1
010730116003,0,0,0
010730117031,0,5,2
010730117032,1,9,0
010730117033,0,1,0
010730117034,0,2,1
010730117041,0,0,0
010730117042,0,2,1
010730117051,,4,0
010730117052,2,5,0
010730117053,0,2,0
010730117061,1,2,0
010730118021,0,1,0
010730118022,0,1,0
010730118023,1,2,0
010730118024,,1,
010730118025,1,3,0
010730118031,1,6,1
010730118032,0,7,0
010730118041,0,4,1
010730118042,0,6,1
010730118043,1,3,0
010730119011,0,5,0
010730119012,0,2,0
010730119013,0,9,2
010730119041,2,6,0
010730119042,0,5,1
010730119043,1,5,0
010730120011,1,1,0
010730120012,1,4,1
010730120022,0,6,2
010730120023,0,0,0
010730120024,0,2,0
010730121031,1,2,1
010730121032,1,2,0
010730121033,1,3,1
010730121034,0,5,1
010730121035,0,1,0
010730121041,0,2,0
010730121042,0,13,4
010730121043,0,2,0
010730122001,2,3,0
010730122002,1,4,0
010730123021,0,6,0
010730123022,0,3,0
010730123041,,0,0
010730123042,0,6,0
010730123052,0,1,0
010730123053,0,3,1
010730123054,0,5,0
010730123055,0,1,0
010730124011,0,5,2
010730124012,0,12,1
010730124021,1,7,1
010730124022,0,0,0
010730124023,0,4,0
010730124031,1,3,0
010730124033,0,2,0
010730124034,0,,
010730125001,0,14,3
010730125002,2,6,1
010730125003,0,9,0
010730125004,0,0,0
010730126021,0,2,0
010730126022,0,2,1
010730126023,1,8,1
010730126024,2,3,0
010730127011,2,4,0
010730127012,0,1,0
010730127013,1,2,0
010730127014,1,4,1
010730127031,0,1,0
010730127032,0,0,0
010730127041,0,3,0
010730128021,1,3,1
010730128022,0,0,0
010730128023,0,1,0
010730128031,1,0,
010730128032,,1,
010730128033,1,0,0
010730128034,0,0,0
010730129051,1,0,0
010730129052,1,0,0
010730129053,0,5,1
010730129061,1,1,0
010730129063,1,5,0
010730129064,0,,
010730129071,1,2,0
010730129072,0,0,0
010730129073,1,2,0
010730129081,0,2,0
010730129082,0,0,0
010730129083,0,2,0
010730129084,1,3,0
010730129101,0,0,0
010730129102,0,1,0
010730129111,0,1,0
010730129112,4,6,0
010730129113,0,2,0
010730129114,0,,
010730129123,0,0,0
010730129131,0,0,0
010730129132,,0,
010730129141,0,0,0
010730129151,0,2,0
010730129152,0,2,0
010730129153,0,0,0
010730129154,0,1,0
010730129155,0,1,0
010730130021,0,4,0
010730130022,0,0,0
010730131001,0,2,0
010730131002,0,2,0
010730131003,1,6,1
010730131004,0,3,0
010730132001,1,1,0
010730132002,0,0,0
010730132003,0,2,0
010730133002,1,0,0
010730133003,0,0,0
010730134001,1,4,0
010730134002,1,1,0
010730134003,0,2,0
010730134004,0,2,0
010730136011,0,6,0
010730136012,1,4,1
010730136013,2,3,0
010730136014,1,4,0
010730136015,0,5,0
010730138011,1,4,0
010730138012,0,2,0
010730138013,0,2,0
010730139011,1,14,2
010730139021,0,4,0
010730139022,0,1,0
010730140011,0,2,1
010730140012,0,1,0
010730140013,0,0,0
010730140014,0,1,1
010730140021,1,2,0
010730140022,0,5,0
010730141021,0,4,0
010730141022,0,1,0
010730141023,,0,
010730141024,1,4,1
010730141041,1,2,0
010730141042,0,2,0
010730141051,2,0,0
010730141052,0,2,0
010730141053,0,1,0
010730142031,0,4,0
010730142032,1,0,0
010730142033,0,3,0
010730142034,0,6,2
010730142041,2,2,1
010730142042,0,1,0
010730142043,0,2,0
010730142044,,1,
010730143011,0,5,0
010730143012,0,1,0
010730143013,1,5,1
010730143021,1,10,2
010730144041,0,1,0
010730144042,0,2,0
010730144043,1,2,0
010730144051,0,1,0
010730144052,0,2,0
010730144061,0,1,0
010730144062,1,,
010730144063,0,3,0
010730144081,1,,
010730144082,0,,
010730144091,0,0,0
010730144092,0,1,0
010730144101,0,4,1
010730144102,0,2,1
010730144121,1,,
010730144122,0,6,1
010730144131,0,0,
010730144132,2,1,0
010730144133,,0,
010750300001,1,5,0
010750300002,0,6,0
010750300003,0,2,0
010750300004,0,1,0
010750300005,0,12,5
010750301001,0,3,1
010750301002,0,3,0
010750301003,1,8,0
010750301004,0,2,0
010750301005,1,6,0
010750301006,0,6,0
010750301007,0,4,0
010750302001,1,1,0
010750302002,2,4,1
010750302003,1,0,0
010750302004,1,8,2
010770101001,2,1,0
010770101002,1,4,1
010770102001,,0,0
010770103001,0,1,0
010770103002,0,1,0
010770103003,0,2,0
010770104001,0,1,1
010770104002,0,0,0
010770106001,0,0,0
010770106002,0,1,0
010770106003,0,1,0
010770106004,0,0,0
010770106005,0,1,0
010770107001,0,2,0
010770107002,0,2,1
010770107003,0,2,1
010770108001,0,2,1
010770108002,0,2,0
010770108003,0,1,0
010770108004,0,1,0
010770109001,0,3,0
010770109002,1,3,1
010770109003,1,1,0
010770109004,0,0,0
010770109005,0,18,3
010770110001,0,0,1
010770110002,0,1,0
010770110003,0,2,0
010770110004,,0,
010770110005,1,1,
010770111011,0,2,0
010770111012,2,1,1
010770111021,0,0,0
010770111022,0,0,0
010770111023,0,0,0
010770111024,0,0,0
010770112001,0,4,1
010770112002,0,2,0
010770112003,0,2,0
010770113001,0,1,0
010770113002,0,2,1
010770114001,0,1,1
010770114002,0,2,1
010770114003,1,7,2
010770114004,0,5,1
010770115011,0,0,0
010770115012,0,4,0
010770115013,,1,0
010770115014,1,4,0
010770115015,0,,
010770115021,0,0,0
010770115022,0,1,
010770115023,0,5,0
010770116021,0,0,0
010770116022,0,1,0
010770116023,1,3,1
010770116031,0,1,1
010770116032,2,4,1
010770116033,0,3,0
010770116041,0,5,2
010770116042,0,4,1
010770116043,0,1,1
010770117001,1,0,
010770117002,0,4,3
010770117003,0,3,1
010770117004,0,0,0
010770118011,0,0,0
010770118012,0,7,0
010770118013,0,2,0
010770118021,0,3,0
010770118022,0,0,0
010770118023,0,0,0
010799791001,2,7,2
010799791002,0,2,0
010799792001,1,2,0
010799792002,0,0,0
010799792003,1,2,0
010799792004,0,9,4
010799792005,0,2,1
010799793001,,0,
010799793002,1,1,0
010799793003,0,4,0
010799793004,1,0,0
010799794001,3,13,2
010799794002,0,2,0
010799794003,0,1,0
010799794004,0,0,0
010799795001,0,5,2
010799795002,0,0,0
010799795003,0,1,0
010799795004,1,1,0
010799795005,0,1,0
010799796001,2,1,0
010799796002,0,0,0
010799796003,0,2,1
010799796004,0,1,1
010799797001,0,3,0
010799797002,0,2,2
010799798001,0,,
010799798003,0,1,0
010799799001,0,1,0
010799799002,0,2,1
010810402001,0,1,0
010810402002,0,2,2
010810402003,3,15,3
010810402004,0,4,2
010810403001,0,1,0
010810403002,0,2,0
010810404001,0,2,1
010810404002,,0,0
010810404003,2,11,2
010810404004,,0,
010810405001,0,3,1
010810405002,1,1,0
010810406021,0,3,0
010810406022,1,0,0
010810406031,0,2,0
010810406042,0,1,0
010810406043,0,1,0
010810407001,,0,0
010810407002,,0,
010810408001,0,2,0
010810408002,,0,0
010810409011,1,2,1
010810409012,1,2,1
010810409013,,0,
010810409022,0,2,1
010810409023,1,7,2
010810410001,0,6,3
010810410002,0,4,1
010810410003,,1,1
010810411001,0,3,1
010810411002,1,7,1
010810411003,1,4,2
010810411004,0,4,1
010810412001,0,6,2
010810412002,,3,2
010810412003,0,,
010810413001,0,13,2
010810413002,0,4,0
010810413003,0,2,2
010810414001,0,3,1
010810414002,0,5,2
010810414003,0,0,0
010810414004,0,2,0
010810416001,0,3,1
010810416002,1,15,4
010810417001,0,1,0
010810417002,0,5,2
010810417003,0,6,0
010810417004,0,6,1
010810418001,0,4,1
010810418002,0,3,2
010810418003,1,4,2
010810419001,0,1,0
010810419002,0,1,
010810419003,0,2,0
010810419004,0,6,1
010810420021,0,8,1
010810420022,0,2,0
010810420023,0,1,0
010810420031,0,0,0
010810420041,0,3,1
010810420042,1,1,0
010810420043,0,1,0
010810420051,0,1,0
010810420053,0,1,0
010810420061,1,0,0
010810421011,0,2,0
010810421012,1,4,0
010810421013,0,3,1
010810421021,1,6,3
010810421022,1,0,
010810421023,0,1,0
010810421024,0,0,0
010830201011,0,1,1
010830201012,0,0,0
010830201013,0,1,0
010830201021,1,0,0
010830201022,,1,0
010830201023,0,2,0
010830201024,1,4,0
010830202011,0,1,0
010830202012,0,0,0
010830202021,0,1,0
010830202022,1,4,0
010830202023,0,1,0
010830203001,1,5,1
010830203002,0,3,1
010830203003,0,0,0
010830204011,0,0,0
010830204012,0,1,0
010830204013,0,4,0
010830204021,0,3,1
010830204022,1,7,1
010830204023,0,4,0
010830205001,0,0,0
010830205002,0,3,0
010830206001,1,2,0
010830206002,0,5,0
010830207001,0,3,0
010830208011,0,3,0
010830208012,0,0,0
010830208013,,0,0
010830208021,1,2,1
010830208022,0,4,3
010830208023,0,3,0
010830209001,1,9,1
010830209002,1,1,0
010830210001,1,5,1
010830210002,0,5,0
010830211001,0,0,0
010830211002,1,1,0
010830211003,0,2,1
010830211004,2,8,3
010830212001,0,3,0
010830212002,0,4,0
010830212003,0,5,1
010857808001,0,2,0
010857808002,0,1,0
010857808003,4,6,0
010857810001,0,6,0
010857810002,0,3,0
010857810003,0,2,0
010857811001,0,12,0
010857811002,0,1,
010857812002,1,2,0
010857812003,,1,0
010857812004,0,2,0
010872314001,0,2,0
010872315001,0,2,0
010872315002,0,0,0
010872315003,2,5,2
010872316011,0,2,0
010872316021,1,1,1
010872316031,0,3,1
010872317001,0,2,0
010872318001,0,1,0
010872318002,0,1,0
010872319001,0,3,0
010872319002,1,3,1
010872320001,5,15,3
010872320002,0,2,0
010872321001,0,1,0
010872321002,0,1,
010872322001,0,2,0
010872322002,1,3,1
010872323001,0,4,0
010872323002,1,,
010890002011,1,1,0
010890002021,1,1,0
010890002022,0,1,1
010890003011,1,3,0
010890003012,0,1,0
010890003013,0,0,0
010890003014,0,2,0
010890003021,2,4,0
010890003022,0,2,0
010890004031,1,5,1
010890004033,2,3,0
010890004034,1,4,0
010890005011,1,3,0
010890005021,1,3,1
010890005022,0,0,0
010890005031,0,4,0
010890006011,0,3,0
010890006012,0,1,0
010890006021,0,1,0
010890006022,0,2,0
010890007011,1,9,1
010890007012,0,7,0
010890007013,1,1,0
010890007021,0,0,0
010890007022,1,8,1
010890009011,0,1,0
010890009012,1,0,0
010890009013,0,1,1
010890009021,,0,0
010890009022,0,0,0
010890010001,0,2,0
010890010002,0,1,0
010890010003,0,2,0
010890010004,0,1,0
010890012001,0,9,1
010890012002,2,1,1
010890012003,0,3,0
010890013011,2,6,1
010890013012,0,3,0
010890013013,0,0,
010890013021,1,10,1
010890014011,1,3,0
010890014021,,0,0
010890014022,0,4,0
010890014023,1,3,0
010890015001,1,4,1
010890015002,0,1,0
010890015003,0,2,0
010890015004,0,1,0
010890017001,0,1,0
010890017002,0,5,1
010890018011,,1,1
010890018012,0,0,0
010890018013,0,0,0
010890019011,0,3,0
010890019012,1,0,0
010890019021,0,0,0
010890019031,1,1,0
010890020003,0,2,
010890021001,0,7,1
010890021002,4,8,0
010890021003,2,5,1
010890022001,0,1,0
010890022002,0,1,0
010890023001,0,3,0
010890023002,0,1,0
010890023003,0,0,0
010890023004,1,,
010890023005,0,0,0
010890024001,0,3,0
010890024002,0,0,0
010890024003,0,1,0
010890024004,,0,0
010890025011,1,4,0
010890025012,1,7,1
010890025021,0,1,0
010890025022,,1,0
010890026001,0,1,0
010890026002,0,,
010890026003,0,5,0
010890027011,3,3,0
010890027012,2,4,0
010890027211,,0,0
010890027212,0,1,0
010890027222,1,0,0
010890028011,0,1,0
010890028012,0,2,0
010890028013,1,0,0
010890028021,1,1,0
010890028022,0,0,0
010890029111,,1,0
010890029113,1,2,0
010890029121,0,1,0
010890029211,0,1,0
010890029212,0,1,0
010890029213,0,2,1
010890029214,,0,
010890029223,0,0,0
010890030001,4,4,0
010890030002,3,7,0
010890031001,1,2,0
010890031002,1,6,1
010890031003,1,5,0
010890101001,0,3,1
010890101002,0,5,0
010890101003,0,2,0
010890101004,0,0,0
010890102001,0,2,0
010890102002,1,1,0
010890103011,1,2,0
010890103012,0,1,1
010890103013,1,3,0
010890103014,0,2,0
010890103021,0,0,0
010890103022,0,3,0
010890104011,0,1,1
010890104012,0,1,0
010890104021,0,6,0
010890104022,0,3,1
010890105011,2,8,1
010890105012,0,3,1
010890105013,0,0,0
010890105021,0,1,0
010890105022,,0,0
010890106121,0,3,0
010890106211,0,0,0
010890106212,1,2,0
010890106221,0,4,0
010890106222,0,1,0
010890106223,0,3,0
010890106224,0,0,0
010890106231,2,3,0
010890106241,0,0,0
010890106242,0,1,0
010890106243,0,0,0
010890107011,0,0,0
010890107012,1,6,0
010890107013,0,4,0
010890107014,0,3,0
010890107022,0,2,0
010890107023,0,4,0
010890107024,0,2,0
010890108001,0,6,0
010890108002,0,0,0
010890108003,1,1,0
010890108004,0,0,0
010890108005,0,2,
010890109011,0,1,0
010890109012,0,3,0
010890109013,1,9,2
010890109021,0,2,0
010890109022,1,2,1
010890110111,1,4,2
010890110112,1,3,0
010890110113,0,2,0
010890110121,2,3,0
010890110122,1,1,0
010890110131,2,2,0
010890110132,,0,0
010890110141,0,3,0
010890110143,0,3,1
010890110211,0,2,0
010890110212,0,5,0
010890110221,0,1,0
010890110222,0,2,0
010890110223,,1,0
010890111001,0,0,0
010890112001,1,3,0
010890112002,0,0,0
010890112003,0,2,0
010890112004,0,2,0
010890113001,0,0,0
010890113002,2,2,0
010890113003,0,1,0
010890114001,0,1,0
010890114002,1,4,1
010890114003,1,1,1
010919729001,0,3,1
010919729002,1,,
010919729003,0,3,0
010919729004,0,1,0
010919729005,0,2,0
010919730001,0,3,1
010919730002,0,5,1
010919730003,1,4,1
010919730004,0,2,0
010919730005,0,2,1
010919730006,0,1,0
010919731001,0,4,0
010919731002,0,5,2
010919731003,0,0,0
010919732001,3,15,7
010919732002,0,1,0
010919733001,0,4,1
010919733002,4,20,6
010919733003,0,6,3
010919734001,0,2,0
010919734002,0,1,0
010919734003,1,2,0
010919734004,0,1,0
010919734005,2,6,0
010939640001,1,2,0
010939640002,0,0,0
010939640003,0,1,0
010939640004,0,1,1
010939640005,0,0,0
010939641001,0,1,0
010939641002,0,3,0
010939641003,0,2,0
010939642001,1,4,1
010939643001,0,5,0
010939643002,0,3,0
010939643003,0,2,0
010939643004,3,11,1
010939644001,0,2,0
010939644002,1,1,0
010939644003,0,5,1
010939644004,1,2,1
010939645001,1,0,0
010939645002,2,6,2
010939645003,1,,
010939646001,2,9,0
010939646002,0,1,0
010939646003,1,1,0
010939647001,,0,
010939647002,0,1,0
010939647003,1,6,1
010939647004,3,2,0
010939647005,2,3,0
010950301001,0,3,0
010950301002,0,,
010950302011,1,4,1
010950302012,0,2,0
010950302013,0,2,0
010950302021,0,,
010950302022,0,2,1
010950302023,0,1,0
010950302024,0,2,0
010950303001,1,1,
010950303002,2,8,3
010950303003,1,2,1
010950303004,0,3,0
010950303005,2,1,0
010950304011,0,1,
010950304012,1,1,0
010950304013,0,1,0
010950304014,2,,
010950304015,3,5,1
010950304021,2,11,2
010950304022,1,2,0
010950304023,0,1,
010950305001,0,4,0
010950305002,0,0,0
010950305003,2,4,0
010950305004,2,3,0
010950305005,2,6,2
010950306001,1,12,0
010950306002,0,1,0
010950306003,1,1,
010950306004,2,1,0
010950307011,1,1,1
010950307012,0,2,0
010950307021,1,5,0
010950307022,1,1,0
010950307023,1,1,0
010950307024,0,0,0
010950308011,0,5,2
010950308012,1,7,0
010950308013,0,4,1
010950308021,0,1,0
010950308022,1,2,0
010950308023,0,1,0
010950308024,0,2,0
010950308025,1,2,0
010950309021,,0,0
010950309022,0,4,0
010950309023,0,2,0
010950309031,0,3,1
010950309032,1,4,0
010950309041,0,1,1
010950309042,0,1,0
010950309043,1,2,0
010950309044,,1,
010950310001,1,1,0
010950310002,0,3,0
010950310003,1,1,
010950311001,0,2,0
010950311002,0,1,0
010950311003,2,3,0
010950312001,1,1,
010950312002,0,4,0
010950312003,0,1,0
010950312004,2,4,0
010970002001,1,30,3
010970004011,1,2,0
010970004012,0,1,0
010970004013,0,5,0
010970004014,1,3,0
010970004021,0,1,0
010970005001,0,7,1
010970005002,0,3,1
010970006001,1,5,0
010970006002,0,2,0
010970007011,1,4,1
010970007012,1,7,1
010970007013,0,1,1
010970007021,0,3,1
010970007022,0,1,0
010970007023,1,0,0
010970008002,0,0,0
010970008003,,1,0
010970008004,0,1,1
010970008005,1,3,0
010970009011,0,1,0
010970009012,0,3,0
010970009021,1,3,1
010970009022,,0,
010970009031,1,0,0
010970010011,1,4,1
010970010012,1,6,0
010970010021,3,2,1
010970010022,2,2,0
010970011001,1,1,0
010970011002,1,1,1
010970011003,0,1,0
010970012001,0,5,0
010970012002,0,7,1
010970013021,1,1,0
010970013022,1,5,0
010970013023,1,1,0
010970014001,0,6,1
010970014002,1,2,0
010970015011,0,6,2
010970015021,0,1,0
010970018001,0,0,0
010970018002,0,0,0
010970019011,0,1,0
010970019012,0,4,0
010970019021,1,2,0
010970020001,0,1,0
010970020002,0,1,0
010970021001,,1,1
010970021002,0,1,
010970021003,0,1,0
010970022001,1,5,1
010970022002,,1,0
010970022003,0,3,1
010970023011,0,1,0
010970023013,0,1,1
010970023021,0,2,0
010970023022,2,4,1
010970024001,3,1,0
010970024002,4,7,2
010970024003,0,1,0
010970025011,,0,
010970025012,0,1,0
010970025013,3,4,0
010970025021,0,1,0
010970025022,0,1,0
010970025023,0,1,0
010970026002,0,8,0
010970026003,0,7,2
010970027001,3,9,0
010970027002,0,1,0
010970028001,0,3,0
010970028002,,0,
010970028003,0,2,0
010970028004,0,0,
010970028005,,1,0
010970029001,0,3,0
010970029002,0,3,1
010970029003,2,8,0
010970030001,0,1,0
010970030002,0,4,0
010970031001,0,7,0
010970031002,0,8,2
010970031003,1,3,0
010970032021,0,4,1
010970032022,1,1,
010970032032,1,4,0
010970032041,0,4,1
010970032042,1,4,1
010970032051,1,2,0
010970032052,0,0,0
010970033011,0,5,1
010970033012,,0,
010970033021,1,2,0
010970033022,1,4,1
010970033023,,1,
010970034021,0,3,0
010970034022,1,6,1
010970034041,0,11,0
010970034051,0,0,0
010970034061,0,4,0
010970034071,0,2,0
010970034072,0,4,0
010970034073,1,2,0
010970034081,0,2,1
010970034082,1,3,1
010970034083,0,6,0
010970035011,0,2,0
010970035021,0,1,1
010970035022,,0,0
010970036021,0,2,0
010970036022,1,2,0
010970036051,0,3,2
010970036061,0,2,0
010970036062,0,8,0
010970036071,0,0,0
010970036072,2,4,1
010970036081,1,2,0
010970037031,1,7,0
010970037041,0,1,0
010970037042,0,3,0
010970037051,0,1,0
010970037052,0,2,0
010970037061,0,1,1
010970037062,0,1,0
010970037071,0,0,
010970037072,1,1,0
010970037081,0,3,1
010970037091,0,,
010970037092,0,1,0
010970037093,0,1,0
010970037101,0,7,0
010970037102,0,0,0
010970037103,1,0,
010970038001,0,2,0
010970039011,1,4,0
010970039012,2,9,1
010970039021,1,11,1
010970040001,1,2,0
010970040002,0,6,1
010970040003,0,1,0
010970041001,1,5,2
010970048001,0,4,1
010970048002,1,1,1
010970049001,2,3,0
010970049002,0,2,0
010970049003,0,2,0
010970049004,0,3,0
010970050001,0,1,
010970050002,0,4,0
010970051001,1,7,0
010970051002,0,2,0
010970052001,0,2,0
010970052002,0,4,0
010970053001,0,2,0
010970054001,1,4,2
010970054002,0,2,1
010970055001,0,0,0
010970055002,0,7,0
010970056001,,1,0
010970056002,0,2,0
010970056003,0,3,0
010970057001,0,0,
010970057002,0,3,0
010970057003,0,8,1
010970058001,0,1,0
010970058002,1,12,3
010970058003,0,3,1
010970059001,0,2,1
010970059002,0,1,0
010970060001,,3,1
010970060002,0,3,0
010970060003,2,12,1
010970061021,3,9,3
010970061031,0,3,0
010970061032,1,7,1
010970061041,0,2,0
010970061042,0,0,
010970061051,2,7,2
010970061052,,0,0
010970061053,0,1,0
010970062001,0,3,1
010970062002,1,7,0
